date,project,site_no,elev_ft
2025-06-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,969.93
2025-06-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,969.78
2025-06-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,969.13
2025-06-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,968.46
2025-06-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,967.77
2025-06-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,967.13
2025-06-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,966.38
2025-06-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,965.61
2025-06-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,964.92
2025-06-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,964.83
2025-06-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,964.56
2025-06-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,964.21
2025-06-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,963.76
2025-06-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,963.33
2025-06-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,962.43
2025-06-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,962.11
2025-06-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,961.79
2025-06-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,961.35
2025-06-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,960.91
2025-06-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,960.47
2025-06-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,960.02
2025-06-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,959.55
2025-06-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,959.09
2025-06-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,958.58
2025-07-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,958.14
2025-07-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,957.67
2025-07-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,957.22
2025-07-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,956.75
2025-07-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,956.3
2025-07-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,955.84
2025-07-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,955.37
2025-07-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,954.88
2025-07-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,954.47
2025-07-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,953.96
2025-07-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,953.21
2025-07-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,952.77
2025-07-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,952.33
2025-07-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,951.69
2025-07-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,951.19
2025-07-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,950.58
2025-07-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,950.0
2025-07-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,949.39
2025-07-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,948.8
2025-07-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,948.21
2025-07-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,947.63
2025-07-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,947.05
2025-07-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,946.46
2025-07-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,945.86
2025-07-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,945.24
2025-07-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,944.63
2025-07-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,944.01
2025-07-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,943.39
2025-07-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,942.99
2025-07-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,942.57
2025-07-31,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,942.16
2025-08-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,941.33
2025-08-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,940.62
2025-08-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,940.06
2025-08-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,939.49
2025-08-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,938.93
2025-08-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,938.4
2025-08-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,937.84
2025-08-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,937.29
2025-08-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,936.73
2025-08-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,936.16
2025-08-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,935.6
2025-08-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,935.03
2025-08-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,934.43
2025-08-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,933.86
2025-08-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,933.23
2025-08-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.67
2025-08-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.06
2025-08-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,931.44
2025-08-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,930.81
2025-08-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,930.19
2025-08-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,929.55
2025-08-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,928.88
2025-08-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,928.22
2025-08-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,927.57
2025-08-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,926.91
2025-08-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,926.27
2025-08-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,925.64
2025-08-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,925.01
2025-08-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,924.36
2025-08-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,923.7
2025-08-31,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,923.05
2025-09-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,922.39
2025-09-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,921.71
2025-09-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,920.99
2025-09-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,920.25
2025-09-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,919.15
2025-09-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,918.13
2025-09-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,917.12
2025-09-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,916.06
2025-09-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,915.07
2025-09-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,914.05
2025-09-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,913.01
2025-09-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,912.0
2025-09-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,910.92
2025-09-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,909.86
2025-09-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,908.81
2025-09-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,908.38
2025-09-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,907.94
2025-09-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,907.51
2025-09-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,906.92
2025-09-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,906.31
2025-09-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,905.76
2025-09-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,905.16
2025-09-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,904.53
2025-09-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,903.93
2025-09-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,903.31
2025-09-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,902.72
2025-09-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,902.1
2025-09-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,901.49
2025-09-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,900.9
2025-09-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,900.32
2025-10-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,899.42
2025-10-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,898.51
2025-10-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,897.64
2025-10-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,896.51
2025-10-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,895.23
2025-10-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,893.98
2025-10-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,892.69
2025-10-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,891.39
2025-10-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,890.12
2025-10-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,888.89
2025-10-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,887.8
2025-10-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,886.95
2025-10-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,886.29
2025-10-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,885.21
2025-10-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,884.02
2025-10-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,883.14
2025-10-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,882.07
2025-10-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,880.78
2025-10-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,879.69
2025-10-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,878.66
2025-10-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,877.49
2025-10-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,876.65
2025-10-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,875.18
2025-10-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,873.75
2025-10-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,873.18
2025-10-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,873.43
2025-10-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,872.71
2025-10-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,870.17
2025-10-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,867.55
2025-10-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,864.83
2025-10-31,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,861.53
2025-11-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,859.46
2025-11-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,857.62
2025-11-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,854.7
2025-11-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,852.28
2025-11-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,849.6
2025-11-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,847.92
2025-11-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,846.68
2025-11-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,843.91
2025-11-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,840.49
2025-11-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,836.71
2025-11-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,832.51
2025-11-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,827.42
2025-11-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,822.19
2025-11-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,817.82
2025-11-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,813.53
2025-11-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,809.07
2025-11-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,804.59
2025-11-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,799.69
2025-11-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,793.85
2025-11-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,787.96
2025-11-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,783.75
2025-11-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,780.48
2025-11-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,778.41
2025-11-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,780.57
2025-11-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,781.32
2025-11-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,782.8
2025-11-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,783.21
2025-11-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,783.32
2025-11-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,783.01
2025-11-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,782.73
2025-12-01,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,782.49
2025-12-02,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,781.86
2025-12-03,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,780.53
2025-12-04,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,779.11
2025-12-05,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,793.75
2025-12-06,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,792.97
2025-12-07,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,795.09
2025-12-08,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,814.88
2025-12-09,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,849.08
2025-12-10,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,866.71
2025-12-11,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,873.51
2025-12-12,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,877.47
2025-12-13,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,880.23
2025-12-14,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,882.35
2025-12-15,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,885.39
2025-12-16,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,887.68
2025-12-17,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,891.6
2025-12-18,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,908.8
2025-12-19,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,929.34
2025-12-20,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,934.08
2025-12-21,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,934.44
2025-12-22,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,934.56
2025-12-23,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,933.97
2025-12-24,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.95
2025-12-25,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.69
2025-12-26,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.91
2025-12-27,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,933.04
2025-12-28,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.91
2025-12-29,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.58
2025-12-30,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,932.1
2025-12-31,"GREEN PETER LAKE NEAR FOSTER, OR",14186100,931.51
2016-01-01,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.09
2016-01-02,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.24
2016-01-03,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.35
2016-01-04,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.43
2016-01-05,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.57
2016-01-06,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.71
2016-01-07,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.79
2016-01-08,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.81
2016-01-09,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.83
2016-01-10,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.86
2016-01-11,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1451.86
2016-01-12,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1452.28
2016-01-13,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1453.51
2016-01-14,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1453.52
2016-01-15,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1453.1
2016-01-16,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1454.3
2016-01-17,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1457.45
2016-01-18,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1460.84
2016-01-19,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1463.12
2016-01-20,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1464.52
2016-01-21,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1463.62
2016-01-22,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1462.74
2016-01-23,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1461.94
2016-01-24,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1460.69
2016-01-25,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1458.85
2016-01-26,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1456.59
2016-01-27,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1454.31
2016-01-28,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1453.59
2016-01-29,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1454.8
2016-01-30,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1455.44
2016-01-31,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1455.71
2016-02-01,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1456.28
2016-02-02,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1456.94
2016-02-03,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1457.29
2016-02-04,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1458.3
2016-02-05,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1459.49
2016-02-06,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1460.63
2016-02-07,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1461.84
2016-02-08,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1463.25
2016-02-09,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1464.97
2016-02-10,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1466.74
2016-02-11,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1468.44
2016-02-12,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1470.22
2016-02-13,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1472.04
2016-02-14,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1474.19
2016-02-15,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1476.55
2016-02-16,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1478.57
2016-02-17,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1480.38
2016-02-18,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1482.43
2016-02-19,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1484.53
2016-02-20,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1486.27
2016-02-21,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1487.69
2016-02-22,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1488.87
2016-02-23,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1489.83
2016-02-24,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1490.49
2016-02-25,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1491.29
2016-02-26,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1492.12
2016-02-27,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1493.3
2016-02-28,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1494.42
2016-02-29,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1495.41
2016-03-01,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1496.38
2016-03-02,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1497.37
2016-03-03,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1498.37
2016-03-04,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1499.06
2016-03-05,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1500.04
2016-03-06,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1502.54
2016-03-07,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1504.31
2016-03-08,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1505.6
2016-03-09,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1506.8
2016-03-10,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1508.72
2016-03-11,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1509.94
2016-03-12,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1510.64
2016-03-13,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1512.01
2016-03-14,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1513.81
2016-03-15,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1514.72
2016-03-16,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.19
2016-03-17,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.43
2016-03-18,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.28
2016-03-19,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.03
2016-03-20,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1514.86
2016-03-21,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1514.88
2016-03-22,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.0
2016-03-23,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.33
2016-03-24,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1515.87
2016-03-25,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1516.3
2016-03-26,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1516.56
2016-03-27,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1516.8
2016-03-28,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1517.15
2016-03-29,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1517.89
2016-03-30,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1518.67
2016-03-31,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1519.39
2016-04-01,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1520.1
2016-04-02,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1520.85
2016-04-03,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1521.69
2016-04-04,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1522.65
2016-04-05,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1523.15
2016-04-06,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1523.24
2016-04-07,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1523.27
2016-04-08,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1523.48
2016-04-09,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1523.8
2016-04-10,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.09
2016-04-11,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.25
2016-04-12,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.36
2016-04-13,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.42
2016-04-14,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.6
2016-04-15,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.79
2016-04-16,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.84
2016-04-17,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.86
2016-04-18,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.9
2016-04-19,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.03
2016-04-20,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.25
2016-04-21,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.44
2016-04-22,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.6
2016-04-23,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.67
2016-04-24,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.93
2016-04-25,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1526.07
2016-04-26,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1526.07
2016-04-27,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1526.01
2016-04-28,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.91
2016-04-29,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.73
2016-04-30,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.53
2016-05-01,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.31
2016-05-02,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1525.09
2016-05-03,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.93
2016-05-04,"HILLS CREEK LAKE NEAR OAKRIDGE, OR",14145100,1524.81
